DEPARTAMENTO;PROVINCIA;DISTRITO;UBIGEO;TIPO;FECHA_SOLICITUD;RAZON_SOCIAL;NUMERO_RESOLUCION;FECHA_EMISION;FECHA_VENCIMIENTO;PLACA;ANO_FABRICACION;PESO_BRUTO;NUMERO_TUC_MTC;TIPO_CARGA;FECHA_CORTE
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20221222;EMPRESA DE TRANSPORTE NI���O JESUS MARISCAL CHAPERITO S.A.;006-2023;20230120;20280120;ATT984;2020;45;15M22032837E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20221222;EMPRESA DE TRANSPORTE NI���O JESUS MARISCAL CHAPERITO S.A.;006-2023;20230120;20280120;AEQ983;2017;45;15M22032836E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20221222;EMPRESA DE TRANSPORTE NI���O JESUS MARISCAL CHAPERITO S.A.;006-2023;20230120;20280120;F4P975;2015;42;15M22032819E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20221222;EMPRESA DE TRANSPORTE NI���O JESUS MARISCAL CHAPERITO S.A.;006-2023;20230120;20280120;B0M980;2007;40;15M22048910E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20221222;EMPRESA DE TRANSPORTE NI���O JESUS MARISCAL CHAPERITO S.A.;006-2023;20230120;20280120;B0L999;1990;38;15M22035336E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20221222;EMPRESA DE TRANSPORTE NI���O JESUS MARISCAL CHAPERITO S.A.;006-2023;20230120;20280120;B0Y995;2006;28;15M22032807E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230117;JMS INGENIEROS S.A.C.;001-2023;20230120;20251127;BTI924;2023;6;15M23002191E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230111;ACEROS VILERO S.A.C.;008-2023;20230220;20280220;C5R854;2008;11.41;15M23000721E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA NATURAL;20230111;BLADIMIR LIMBER HILARIO URRUTIA;009-2023;20230220;20280220;A4Z846;2006;25;151710352;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA NATURAL;20230111;BLADIMIR LIMBER HILARIO URRUTIA;009-2023;20230220;20280220;B6W855;2007;25;15M23000421E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA NATURAL;20230111;BLADIMIR LIMBER HILARIO URRUTIA;009-2023;20230220;20280220;F2B852;2014;25;15M22057051E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA NATURAL;20230111;BLADIMIR LIMBER HILARIO URRUTIA;009-2023;20230220;20280220;F4V808;2009;25;15M22057013E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230113;FENIX LOGISTIC S.A.C. - FELO S.A.C.;010-2023;20230220;20280220;BHW728;2021;3.42;15M21008612E;CARGA GENERAL Y CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230113;FENIX LOGISTIC S.A.C. - FELO S.A.C.;010-2023;20230220;20280220;AYX719;2018;3.42;151920243;CARGA GENERAL Y CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230113;FENIX LOGISTIC S.A.C. - FELO S.A.C.;010-2023;20230220;20280220;BNT868;2022;3.24;15M22031232E;CARGA GENERAL Y CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230113;FENIX LOGISTIC S.A.C. - FELO S.A.C.;010-2023;20230220;20280220;BNS905;2022;3.24;15M22031239E;CARGA GENERAL Y CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230113;FENIX LOGISTIC S.A.C. - FELO S.A.C.;010-2023;20230220;20280220;C0H898;2007;3.35;151817757;CARGA GENERAL Y CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230113;FENIX LOGISTIC S.A.C. - FELO S.A.C.;010-2023;20230220;20280220;AVK757;2017;8;151809138;CARGA GENERAL Y CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230113;FENIX LOGISTIC S.A.C. - FELO S.A.C.;010-2023;20230220;20280220;BJU827;2021;9.5;15M21008613E;CARGA GENERAL Y CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230113;FENIX LOGISTIC S.A.C. - FELO S.A.C.;010-2023;20230220;20280220;BBS798;2019;8.675;151927209;CARGA GENERAL Y CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230113;FENIX LOGISTIC S.A.C. - FELO S.A.C.;010-2023;20230220;20280220;BER832;2020;18.8;152015962;CARGA GENERAL Y CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230113;FENIX LOGISTIC S.A.C. - FELO S.A.C.;010-2023;20230220;20280220;BMN801;2022;25;15M21041674E;CARGA GENERAL Y CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230113;K & MK E.I.R.L.;011-2023;20230220;20240917;BHA946;2019;32;15M21017716E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230113;K & MK E.I.R.L.;011-2023;20230220;20240917;BHB801;2019;32;15M21017714E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230118;INDUSTRIAS PET S.A.C.;012-2023;20230220;20280220;BJJ731;2021;7;15M21035742E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230116;L & R NEGOCIOS INTERNACIONALES S.A.C.;13-2023;20230220;20251230;BMC778;2021;10.5;15M22041613E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230116;GLASSTEMPCORR S.A.C.;14-2023;20230220;20280220;AFI787;2013;8.77;151512099;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230116;GLASSTEMPCORR S.A.C.;14-2023;20230220;20280220;APZ922;2016;15.573;151701855;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230116;GLASSTEMPCORR S.A.C.;14-2023;20230220;20280220;BBI839;2018;10.5;151921130;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230116;GLASSTEMPCORR S.A.C.;14-2023;20230220;20280220;D1R727;2007;45;151826101;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA NATURAL;20230116;WASHINGTON HUSSEIN MORENO ARTEAGA;15-2023;20230220;20280220;A8W882;1995;23.58;15M22055215E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA NATURAL;20230116;WASHINGTON HUSSEIN MORENO ARTEAGA;15-2023;20230220;20280220;B4C907;1992;4.75;15M22055217E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA NATURAL;20230116;WASHINGTON HUSSEIN MORENO ARTEAGA;15-2023;20230220;20280220;B5Z907;1994;25;15M22055216E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230116;DISTRIBUIDORA CHIMU S.R.L.;16-2023;20230220;20270914;BTG834;2023;3.495;15M23001746E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230118;UNITED TRADING S.A.C.;18-2023;20230220;20280220;BSS771;2023;3.495;15M23001219E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230118;UNITED TRADING S.A.C.;18-2023;20230220;20280220;BSR887;2023;3.499;15M23001218E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA NATURAL;20221226;HERMOGENES CACERES HURTADO;19-2023;20230220;20280220;C9Q797;2011;11;151821155;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20221227;AOS & CIA S.A.C.;20-2023;20230220;20280220;ANA845;2016;3.42;15M21014066E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20221227;AOS & CIA S.A.C.;20-2023;20230220;20280220;F4K752;2013;9;15M21014070E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20221227;AOS & CIA S.A.C.;20-2023;20230220;20280220;ABD835;2014;14.5;15M21015813E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20221227;AOS & CIA S.A.C.;20-2023;20230220;20280220;F9L703;2013;18;15M21014068E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20221227;AOS & CIA S.A.C.;20-2023;20230220;20280220;D8P905;2013;22;15M21014069E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20221227;AOS & CIA S.A.C.;20-2023;20230220;20280220;A5N885;2010;26;15M21014067E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20221227;EMPRESA DE TRANSPORTES SANKY S.R.L.;21-2023;20230220;20280220;AVG914;2017;3.24;15M22021664E;CARGA GENERAL Y CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20221227;EMPRESA DE TRANSPORTES SANKY S.R.L.;21-2023;20230220;20280220;ATP717;2017;7.5;15M21022289E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20221227;EMPRESA DE TRANSPORTES SANKY S.R.L.;21-2023;20230220;20280220;AYV875;2018;7.5;15M22008005E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20221227;EMPRESA DE TRANSPORTES SANKY S.R.L.;21-2023;20230220;20280220;BSG861;2023;9.1;15M22044392E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20221227;EMPRESA DE TRANSPORTES SANKY S.R.L.;21-2023;20230220;20280220;BSG863;2023;9.1;15M22044949E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20221227;EMPRESA DE TRANSPORTES SANKY S.R.L.;21-2023;20230220;20280220;AVX834;2018;24.14;15M21033123E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20221227;EMPRESA DE TRANSPORTES SANKY S.R.L.;21-2023;20230220;20280220;AJU711;2015;24.1;151920977;CARGA GENERAL Y CARGA DE PRODUCTOS PELIGROSOS;20231130
