DEPARTAMENTO;PROVINCIA;DISTRITO;UBIGEO;TIPO;FECHA_SOLICITUD;RAZON_SOCIAL;NUMERO_RESOLUCION;FECHA_EMISION;FECHA_VENCIMIENTO;PLACA;ANO_FABRICACION;PESO_BRUTO;NUMERO_TUC_MTC;TIPO_CARGA;FECHA_CORTE
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230726;TRANSPORTES DALMA S.A.C.;1585-2023;20230816;20280816;�C9I838;�2007;18.455;�152025538;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230726;TRANSPORTES DALMA S.A.C.;1585-2023;20230816;20280816;�C9I947;�2007;18.455;�152025539;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230726;TRANSPORTES DALMA S.A.C.;1585-2023;20230816;20280816;�C9K833;2008;18.455;�15M22024413E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230726;TRANSPORTES DALMA S.A.C.;1585-2023;20230816;20280816;�C9H913;2008;18.1;�152025537;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230726;TRANSPORTES DALMA S.A.C.;1585-2023;20230816;20280816;�BNT926;2022;18.144;�15M22010986E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230726;TRANSPORTES DALMA S.A.C.;1585-2023;20230816;20280816;�BNP831;2022;18.144;�15M22010081E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230726;TRANSPORTES DALMA S.A.C.;1585-2023;20230816;20280816;�BNM835;2022;18.144;�15M22009754E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230726;TRANSPORTES DALMA S.A.C.;1585-2023;20230816;20280816;�BNM721;2022;18.144;�15M22010433E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230726;TRANSPORTES DALMA S.A.C.;1585-2023;20230816;20280816;�BNM712;2022;18.144;�15M22010432E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230801;ADUANDINA FORWARDERS S.A.C.;1586-2023;20230910;20280910;D3E869;2011;23.585;151907875;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230801;ADUANDINA FORWARDERS S.A.C.;1586-2023;20230910;20280910;B6I985;2011;40;151907884;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230801;ADUANDINA FORWARDERS S.A.C.;1586-2023;20230910;20280910;BPE718;2022;3.499;15M22020133E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230801;ADUANDINA FORWARDERS S.A.C.;1586-2023;20230910;20280910;BHR743;2021;8;152107568;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230801;ADUANDINA FORWARDERS S.A.C.;1586-2023;20230910;20280910;A7N886;2010;15.355;151907877;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230801;ADUANDINA FORWARDERS S.A.C.;1586-2023;20230910;20280910;A7K846;2010;6.15;151907878;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230801;ADUANDINA FORWARDERS S.A.C.;1586-2023;20230910;20280910;APK756;2010;8;152000871;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230801;ADUANDINA FORWARDERS S.A.C.;1586-2023;20230910;20280910;AHN772;2015;24.494;151907876;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230801;ADUANDINA FORWARDERS S.A.C.;1586-2023;20230910;20280910;F4J998;2015;38.45;151907892;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230801;ADUANDINA FORWARDERS S.A.C.;1586-2023;20230910;20280910;AWX907;2017;15.225;15M21012882E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230801;OGM TRANSCOR SOCIEDAD ANONIMA CERRADA - OGM TRANSCOR S.A.C.;1587-2023;20230816;20260816;BVH925;2023;9.7;15M23033419E;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230802;MCA INVERSIONES NUEVO MUNDO S.A.C.;1643-2023;20230818;20261126;A1C947;2009;25;15M23005631E;CARGA GENERAL Y CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;A7W815;1996;3.6;151017153;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;C8W912;2009;4;151116460;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;AZF763;2017;17.463;151903204;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;ADI776;2013;6.19;151426192;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;D8O970;1983;20.7;151412963;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;BJN714;2021;8;152021008;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;BJF846;2016;25;15M21012116E;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;BJG795;2019;26.5;15M21012119E;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;D9P853;2004;16;151404557;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;F8H909;2004;16;151409194;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;F9Y726;2008;7.5;151412960;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;F9Y823;2007;7.5;151423791;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;F9E793;2007;7.5;151411865;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;F9E800;2008;25;151411216;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;ARF899;2016;3.5;126721-072;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;D9P897;1995;17;151323494;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;F9E789;1996;15.4;151411038;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;D0O836;2008;7.5;151320052;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;AJR993;2018;0;0;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;D2M779;2010;23.6;151222218;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;AJS992;2018;0;0;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;ARZ995;2022;0;0;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;ASC993;2022;0;0;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;D9Q871;1998;18;151320014;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;AJS993;2018;0;0;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;AJS978;2017;0;0;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;C8E888;1992;25;134102-072;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;D2V984;1962;19.8;151327975;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;AJS987;2018;0;0;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;ASC988;2022;0;0;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;D1R979;2007;39.5;151324449;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;A1P970;2010;43.1;151819260;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;APP899;2016;3.5;126625-072;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;F7P868;1997;15.09;151418142;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;AFC889;2004;16.45;151524628;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;D0O835;2008;25;151320051;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;D9P853;2004;16;151404557;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;F0Z998;2013;6.19;0;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;F0Z990;2013;6.19;0;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;AHC772;2014;10.4;151515565;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;F8Y825;2013;6.19;151524146;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;AFL821;2014;10.4;151515568;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;AFK898;2014;10.4;151515563;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;AFL830;2014;10.49;151513208;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;AFO879;2014;10.49;151513210;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;AFK909;2014;10.49;151513209;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;AFG936;2014;10.49;151508805;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;AFH840;2014;10.4;151508804;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;AFG846;2014;10.4;151508803;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;AHI890;2014;10.4;151518892;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;C9D958;2014;10.4;151518899;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;AHB834;2014;10.4;151517252;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;AHB929;2014;10.4;151515566;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;AHJ751;2014;10.4;151515567;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;AHI929;2014;10.49;151518894;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;AHJ704;2014;10.4;151518897;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;ALV852;2015;6.9;151829454;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;ALT867;2015;6.9;151829468;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;ALS863;2015;6.9;151829460;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;AHI844;2014;10.49;151521349;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;F6V883;2013;6.19;151515061;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;AHI841;2014;10.4;151518896;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;AHI834;2014;10.49;151519718;CARGA GENERAL;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;F1M844;2009;8;151811880;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;F7C874;2013;6.19;151405384;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;F6V949;2013;6.19;151404434;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;BEM797;2022;0;0;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;B2W859;2010;23.6;151015345;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;F5K740;2000;6.1;151417485;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;AHK753;2014;10.4;151517251;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;AHI928;2014;10.4;151704443;CARGA GENERAL Y CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;ADR949;2004;7.5;151621865;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;F6X717;2013;6.19;151405298;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;F6W834;2013;6.19;151404431;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;F7C864;2013;6.19;151405481;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;F6W820;2013;6.19;151404441;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;F6W730;2013;6.19;151404439;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;F6W870;2013;6.19;151405381;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;F6W748;2013;6.19;151404437;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;F7C873;2013;6.19;151405480;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;BEL823;2022;0;0;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;BEL832;2022;0;0;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;BEN947;2022;0;0;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;BET829;2002;0;0;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;C1R898;2004;25;151205163;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;D1E738;2008;23.637;151625306;CARGA GENERAL Y CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;D0O840;2004;16;151319140;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;AMC705;2016;5.1;123015-202;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;F7P947;2004;16;151426341;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;D4B975;1979;24;151407822;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;C8H975;2007;38.1;151320885;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;C2B758;2012;48;151212202;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;D0P901;2008;28.1;151320884;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;AES822;2014;16.45;151507655;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;AHK753;2014;10.4;151517251;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;D4Z995;1979;24;151405385;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;D0P899;1996;15.4;151320508;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;C4S991;1979;36.25;151423745;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;D6Y991;1986;38;151408469;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;F5K741;2008;48;151400473;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;D4B987;2007;38.1;151400474;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;D4B986;1984;34.48;151403298;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;D1H749;2012;48;151302430;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;D0P897;2008;7.5;151413584;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;D6G977;1985;34.48;151406315;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;D7H863;2011;8.2;151307236;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;F9Y727;2008;7.5;151426346;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;C0I766;2004;7.5;151220951;CARGA DE PRODUCTOS PELIGROSOS;20231130
LIMA;LIMA;LIMA;150101;PERSONA JURIDICA;20230731;ZETA GAS ANDINO S.A.;1644-2023;20230910;20280910;B6I795;2011;8.2;151216651;CARGA DE PRODUCTOS PELIGROSOS;20231130
